0       0            0            0            0            0            14233791     0            
5       0            108          0            0            0            3073254      0            
10      0            84784        0            0            0            98046        0            
15      0            3300372      0            0            0            0            0            
20      0            13693463     0            0            0            0            9            
25      0            36138422     0            0            0            0            90084        
30      0            66021086     0            0            0            0            1653751      
35      0            92667097     0            0            0            0            4395445      
40      0            109754142    0            0            0            0            9253188      
45      2931         111481542    0            0            0            0            19005091     
50      412401       96558558     0            0            0            0            33003101     
55      3505186      67491774     0            0            0            0            51816109     
60      11033495     40104014     0            0            0            0            70568921     
65      26384903     16942933     0            0            0            0            89309074     
70      49584431     4580937      0            0            0            0            104292133    
75      74740803     544557       0            0            0            0            103272783    
80      92496961     11808        0            0            0            0            94755803     
85      103899727    0            0            0            0            0            77880568     
90      102037884    0            0            0            0            0            55617220     
95      91774163     0            0            0            0            0            32909079     
100     72869264     0            0            0            0            0            16728200     
105     52137810     0            0            0            0            0            5304545      
110     31262760     0            315          0            0            0            96984        
115     15026654     0            46191        0            9            0            0            
120     5866764      0            1190796      0            51249        0            0            
125     1425732      0            9131202      0            1978944      0            0            
130     43344        0            18659023     0            10186645     0            0            
135     0            0            37272648     555          26452249     0            0            
140     0            0            63232549     470364       47155183     0            0            
145     0            0            79862046     10393569     67492370     9            0            
150     0            0            96715094     31363834     86842510     113328       0            
155     0            0            106616699    56906717     104967010    4854975      0            
160     0            0            110314149    79672551     114214044    24556834     0            
165     0            0            106474884    94226611     116580138    44981595     0            
170     0            0            92576430     111352654    111681443    63755674     0            
175     0            0            76706399     118690752    100302847    85313625     0            
180     0            0            63355432     114921050    84494545     95857123     0            
185     0            0            48225185     102063635    63141083     103283649    0            
190     0            0            29892791     83267501     39355472     114317516    0            
195     0            0            14325095     60003734     14311890     111524772    0            
200     0            0            3967503      35228179     3741247      100319106    0            
205     0            0            266664       8180542      86748        84164526     0            
210     0            0            2028         992517       0            75958430     0            
215     0            0            0            5046         0            65185618     0            
220     0            0            0            0            0            45660701     0            
225     0            0            0            0            0            25084994     0            
230     0            0            0            0            0            6610309      0            
235     0            2436         0            0            0            246094       0            
240     0            744592       0            0            0            6            0            
245     0            8393915      0            0            0            0            0            
250     0            27707432     0            0            0            0            0            
255     0            58437203     0            0            0            0            0            
260     0            89877584     0            0            0            0            23967        
265     0            105612384    0            0            0            0            792183       
270     0            113552311    0            0            0            0            4902410      
275     1977         103334069    0            0            0            0            11937006     
280     316101       80490975     0            0            0            0            22951033     
285     4494130      47925463     0            0            0            0            41928038     
290     16018537     19733314     0            0            0            0            61461690     
295     35280721     5617359      0            0            0            0            86560914     
300     59176616     1267311      0            0            0            0            104075243    
305     81481370     74922        0            0            0            0            110461447    
310     100826799    21           0            0            0            0            101824658    
315     103360166    0            0            0            0            0            80225234     
320     99309822     0            0            0            0            0            54618551     
325     82005780     0            0            0            0            0            27652155     
330     60625155     0            0            0            0            0            8579049      
335     40474366     0            150          0            0            0            628761       
340     21950122     0            36837        0            3            0            99           
345     9819297      0            545433       0            13143        0            0            
350     2442429      0            5422192      0            721422       0            0            
355     110712       0            14941489     0            4527746      0            0            
360     39           0            27299707     2709         13266233     0            0            
365     0            0            49331870     218535       30079709     0            0            
370     0            0            70364743     4887441      50145638     0            0            
375     0            0            89897527     16418982     71124499     7023         0            
380     0            0            102680336    37824236     89414469     1296045      0            
385     0            0            109331635    62376913     102981017    11494266     0            
390     0            0            108523681    82034748     112954392    23002368     0            
395     0            0            100254714    99964059     115020650    39516185     0            
400     0            0            86526004     112587064    109545992    63003105     0            
405     0            0            70572599     115980271    97895221     78825874     0            
410     0            0            55517778     109542949    82193242     90988321     0            
415     0            0            36691443     96187531     60201362     104018963    0            
420     0            0            21824132     79050545     35693537     107816761    0            
425     0            0            11412503     55454845     19008166     110310047    0            
430     0            0            2866908      30894849     5392077      102988156    0            
435     0            0            438366       11802740     322875       90043008     0            
440     0            0            9243         2217300      1320         77834070     0            
445     0            0            0            57702        0            61713987     0            
450     0            0            0            132          0            46576658     0            
455     0            0            0            0            0            31959242     0            
460     0            3777         0            0            0            16400433     0            
465     0            248181       0            0            0            5199756      0            
470     0            4086499      0            0            0            399504       0            
475     0            16158975     0            0            0            249          0            
480     0            38195353     0            0            0            0            0            
485     0            66853999     0            0            0            0            17469        
490     0            92006427     0            0            0            0            551439       
495     81           109644830    0            0            0            0            2832313      
500     52998        111774363    0            0            0            0            6789871      
505     858237       96567396     0            0            0            0            12905601     
510     5216561      67932822     0            0            0            0            25030515     
