0       0            0            0            0            0            0            2            
5       0            0            0            0            0            0            4            
10      0            0            0            0            0            0            5            
15      0            0            0            0            0            0            3            
20      0            2            0            0            0            0            1            
25      0            3            0            0            0            0            1            
30      0            1            0            0            0            0            5            
35      0            4            0            0            0            0            5            
40      0            4            0            0            0            0            4            
45      0            3            0            0            0            0            4            
50      0            5            0            0            0            0            2            
55      0            2            0            0            0            0            3            
60      0            0            0            0            0            0            5            
65      0            0            0            0            0            0            0            
70      2            0            0            0            0            0            4            
75      4            0            0            0            0            0            3            
80      1            0            0            0            0            0            3            
85      4            0            0            0            0            0            3            
90      2            0            0            0            0            0            5            
95      1            0            0            0            0            0            3            
100     4            0            0            0            0            0            3            
105     2            0            0            0            0            0            1            
110     0            0            0            0            0            0            1            
115     0            0            0            0            0            0            3            
120     1            0            1            0            0            0            1            
125     0            0            1            0            0            0            0            
130     0            0            2            0            1            0            0            
135     0            0            0            0            0            1            2            
140     0            0            5            0            0            4            1            
145     0            0            5            0            2            4            0            
150     0            0            5            2            4            2            2            
155     0            0            5            1            1            6            0            
160     0            0            3            5            0            4            3            
165     0            0            2            5            4            6            1            
170     0            0            2            1            5            6            2            
175     0            0            2            5            0            5            4            
180     0            0            4            4            0            3            2            
185     0            0            0            5            3            7            2            
190     0            0            0            2            0            2            3            
195     0            0            0            5            2            3            5            
200     0            0            0            2            0            0            2            
205     0            0            0            0            0            0            5            
210     0            0            0            0            0            0            2            
215     0            0            0            0            0            0            0            
220     0            0            0            0            0            0            2            
225     0            0            0            0            0            0            4            
230     0            0            0            0            0            0            2            
235     0            0            0            0            0            0            3            
240     0            0            0            0            0            0            2            
245     0            0            0            0            0            0            2            
250     0            1            0            0            0            0            3            
255     0            2            0            0            0            0            6            
260     0            5            0            0            0            0            3            
265     0            5            0            0            0            0            1            
270     0            3            0            0            0            0            3            
275     0            4            0            0            0            0            4            
280     0            4            0            0            0            0            4            
285     0            0            0            0            0            0            4            
290     1            1            0            0            0            0            4            
295     1            0            0            0            0            0            4            
300     1            0            0            0            0            0            1            
305     2            0            0            0            0            0            4            
310     5            0            0            0            0            0            2            
315     1            0            0            0            0            0            3            
320     3            0            0            0            0            0            7            
325     5            0            0            0            0            0            5            
330     3            0            0            0            0            0            3            
335     2            0            0            0            0            0            1            
340     0            0            0            0            0            0            3            
345     0            0            0            0            0            0            2            
350     0            0            0            0            0            0            1            
355     0            0            0            0            0            0            0            
360     0            0            5            0            0            0            1            
365     0            0            4            0            2            1            3            
370     0            0            2            1            0            0            0            
375     0            0            4            2            3            3            4            
380     0            0            3            3            4            3            0            
385     0            0            2            2            3            6            1            
390     0            0            5            3            6            6            0            
395     0            0            3            4            1            1            0            
400     0            0            3            4            2            2            1            
405     0            0            3            3            5            3            0            
410     0            0            2            4            4            2            2            
415     0            0            0            3            3            0            4            
420     0            0            0            5            0            2            4            
425     0            0            0            2            1            0            2            
430     0            0            0            2            2            0            1            
435     0            0            0            0            0            0            3            
440     0            0            0            0            0            0            1            
445     0            0            0            0            0            0            4            
450     0            0            0            0            0            0            1            
455     0            0            0            0            0            0            3            
460     0            0            0            0            0            0            1            
465     0            0            0            0            0            0            1            
470     0            0            0            0            0            0            3            
475     0            4            0            0            0            0            4            
480     0            2            0            0            0            0            2            
485     0            2            0            0            0            0            3            
490     0            3            0            0            0            0            2            
495     0            1            0            0            0            0            4            
500     0            4            0            0            0            0            2            
505     0            3            0            0            0            0            6            
510     0            0            0            0            0            0            3            
